Time_days,PBAT_pct,PLA_pct,Recyclable Materials,Additive Type,Color,Thickness_um,Roughness,Area_mm2,UV,Precipitation_mm,Temperature_C,Air_Humidity_pct,Soil_TN_mgkg,Soil_OC_gkg,Soil_pH,Fertilizer,Target_TS_MPa
60.0,95.0,4.4126081466674805,5.0,0.5772769451141357,1.0,928.3203125,2.1287059783935547,15244.169921875,230040.140625,160.508431,21.23903616,75.21973242,108.56809997558594,1.12,7.8,0.9991158843040466,34.004
60.0,99.5,0.47352850437164307,0.5,2.4638421535491943,2.0,26200.513671875,1.872281789779663,1699.3912353515625,224322.28125,160.508431,21.23903616,75.21973242,117.66011810302734,1.12,7.8,0.9999285340309143,27.0
60.0,99.0,-0.26575931906700134,1.0,2.0075764656066895,3.0,46620.671875,1.8538219928741455,1116.5474853515625,230875.3125,160.508431,21.23903616,75.21973242,184.7108917236328,1.12,7.8,0.9974576234817505,24.0
60.0,98.0,0.02461285889148712,2.0,2.008852005004883,3.0,46228.87109375,1.8374145030975342,1146.777099609375,230551.8125,160.508431,21.23903616,75.21973242,189.0052947998047,1.12,7.8,0.9974276423454285,27.0
60.0,95.0,1.1615397930145264,5.0,2.0078296661376953,3.0,46991.2734375,1.8286200761795044,1135.635986328125,229770.4375,160.508431,21.23903616,75.21973242,188.69052124023438,1.12,7.8,0.9974042177200317,27.0
15.0,-3.921919822692871,-2.3623459339141846,100.0,0.033709779381752014,2.996163845062256,1456.3486328125,2.7824819087982178,691.5035400390625,69398.921875,24.50754726,18.77141893,75.7943242,389.5994873046875,1.95,6.4,0.9989288449287415,21.0
30.0,-2.4226951599121094,-1.8529512882232666,100.0,0.07953484356403351,2.990514039993286,198.07217407226562,2.864088296890259,409.7872314453125,132739.84375,61.50971679,17.45595042,72.42241086,379.65753173828125,1.95,6.4,0.996192455291748,29.0
45.0,-2.802110195159912,-2.193793535232544,100.0,0.03555084392428398,2.9926891326904297,180.043701171875,2.8793821334838867,315.40533447265625,188034.5,129.9199443,14.84979952,72.32113326,376.2729187011719,1.95,6.4,0.9952210187911987,38.0
60.0,-3.453240156173706,-0.8561813235282898,100.0,0.117208331823349,2.993664264678955,114.36325073242188,2.8580892086029053,352.6629333496094,218656.8125,136.3128982,12.67750106,70.20384207,372.35504150390625,1.95,6.4,0.9954173564910889,42.0
60.0,-3.8619565963745117,1.162050724029541,100.0,0.07372325658798218,2.9939112663269043,113.96737670898438,2.851818084716797,358.8154602050781,218475.9375,136.3128982,12.67750106,70.20384207,375.0751953125,1.95,6.4,0.9954371452331543,45.0
15.0,30.0,70.0,2.0,0.020843282341957092,1.6721813678741455,49.52925109863281,2.1499032974243164,8624.970703125,82910.203125,43.82791789,28.92691184,70.62148482,131.01417541503906,0.86,7.2,0.9998685121536255,33.86
30.0,30.0,70.0,5.0,0.00764794135466218,1.6669905185699463,41.483428955078125,2.366309642791748,9735.966796875,157522.546875,81.22879616,28.79574945,74.00330404,128.45779418945312,0.86,7.2,0.9998014569282532,34.47
45.0,30.0,70.0,10.0,0.0027466220781207085,1.8556994199752808,43.382110595703125,2.8327553272247314,9283.849609375,212354.09375,90.73585062,27.83222557,70.50593869,135.82882690429688,0.86,7.2,0.9998629689216614,34.87
60.0,30.0,70.0,15.0,0.00459310133010149,1.7864395380020142,48.435874938964844,2.951857566833496,12209.3115234375,268280.4375,98.25490345,27.15692283,66.61434087,133.2474822998047,0.86,7.2,0.9997894763946533,29.35
